project_name,project_url,Aggregate,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
openstack/python-keystoneclient,https://github.com/openstack/python-keystoneclient,2,10,0,-1,0,0,10,-1,0,0,9,1,-1,-1,0,0,-1,-1,1
openstack/storlets,https://github.com/openstack/storlets,3.4,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,6
openstack/swauth,https://github.com/openstack/swauth,2.6,10,0,-1,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10
openstack/swift,https://github.com/openstack/swift,2.8,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,0
openstack/tripleo-ansible,https://github.com/openstack/tripleo-ansible,2.6,10,0,-1,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10
openstack/tripleo-heat-templates,https://github.com/openstack/tripleo-heat-templates,2.6,10,0,-1,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10
openstack/trove,https://github.com/openstack/trove,2.8,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,0
osuosl/twisted_vncauthproxy,https://github.com/osuosl/twisted_vncauthproxy,3.7,10,6,0,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,10
ovirt/python-ovirt-engine-sdk4,https://github.com/ovirt/python-ovirt-engine-sdk4,4.1,10,8,0,0,7,10,10,0,0,10,0,-1,0,0,0,0,0,10
pasteorg/pastescript,https://github.com/pasteorg/pastescript,3,10,0,5,0,2,10,10,0,0,0,0,-1,0,0,0,0,0,10
paulc/dnslib,https://github.com/paulc/dnslib,3.1,10,0,0,0,2,0,10,0,0,10,0,-1,0,0,0,-1,0,10
paxswill/evesrp,https://github.com/paxswill/evesrp,1.5,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,0
pediapress/pyfribidi,https://github.com/pediapress/pyfribidi,2.5,10,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
peopledoc/vault-cli,https://github.com/peopledoc/vault-cli,3.9,10,3,0,0,5,10,10,0,0,9,0,-1,0,0,0,-1,0,10
petl-developers/petl,https://github.com/petl-developers/petl,5.6,10,8,10,0,0,10,10,10,0,10,0,10,0,8,0,-1,0,10
pgadmin-org/pgadmin4,https://github.com/pgadmin-org/pgadmin4,5.3,10,3,9,0,5,10,10,10,0,9,10,10,0,0,0,-1,0,2
piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,5.1,10,0,10,0,1,6,10,10,0,10,10,-1,0,10,0,-1,0,3
pinaeos/py-xml,https://github.com/pinaeos/py-xml,3,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
planetlabs/planet-client-python,https://github.com/planetlabs/planet-client-python,5.1,10,0,10,0,9,10,10,0,0,10,10,-1,0,0,0,-1,0,10
plotly/dash,https://github.com/plotly/dash,6,10,8,10,0,10,10,10,10,0,10,10,-1,4,0,0,-1,0,0
poezio/slixmpp,https://github.com/poezio/slixmpp,2.9,10,0,-1,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10
poljar/matrix-nio,https://github.com/poljar/matrix-nio,6,10,4,10,0,4,10,10,10,0,9,10,10,0,0,0,-1,0,10
pubnub/javascript,https://github.com/pubnub/javascript,4.3,10,8,10,0,10,10,0,10,0,9,4,-1,2,0,0,0,0,5
puiterwijk/flask-oidc,https://github.com/puiterwijk/flask-oidc,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
pyca/pyopenssl,https://github.com/pyca/pyopenssl,6.6,10,8,10,0,10,10,10,10,0,10,10,-1,1,0,0,-1,0,10
pyconuk/conferencescheduler-cli,https://github.com/pyconuk/conferencescheduler-cli,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
pycrypto/pycrypto,https://github.com/pycrypto/pycrypto,3.7,10,0,-1,0,0,10,-1,0,10,9,0,-1,-1,0,0,-1,-1,10
pygments/pygments,https://github.com/pygments/pygments,5.9,10,0,6,0,4,10,10,0,10,10,10,-1,0,0,0,-1,10,10
pygresql/pygresql,https://github.com/pygresql/pygresql,3.1,10,0,-1,0,0,10,10,0,0,9,0,-1,0,0,0,0,0,10
pypa/wheel,https://github.com/pypa/wheel,5.4,10,0,10,0,3,10,10,0,10,10,8,10,0,3,0,-1,0,10
pypiserver/pypiserver,https://github.com/pypiserver/pypiserver,5.6,10,8,8,0,2,10,10,10,0,9,10,10,0,0,0,0,0,10
pyradius/pyrad,https://github.com/pyradius/pyrad,3.9,10,0,1,0,3,10,10,0,0,10,0,-1,0,7,0,-1,0,10
pytest-dev/py,https://github.com/pytest-dev/py,4.3,10,0,0,0,6,10,10,0,10,10,0,-1,0,0,0,-1,0,10
python-babel/babel,https://github.com/python-babel/babel,5.5,10,3,10,0,7,10,10,0,10,10,10,10,0,0,0,0,0,10
python-bugzilla/python-bugzilla,https://github.com/python-bugzilla/python-bugzilla,6.4,10,6,9,0,8,10,10,10,0,10,10,10,0,0,0,-1,0,10
python-hyper/hpack,https://github.com/python-hyper/hpack,4.5,10,3,0,0,1,10,10,10,0,10,1,-1,0,0,0,-1,0,10
python-openxml/python-docx,https://github.com/python-openxml/python-docx,1.9,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,4
python-poetry/cleo,https://github.com/python-poetry/cleo,5.5,10,8,10,0,10,10,10,10,0,10,3,-1,0,0,0,-1,0,3
python-poetry/poetry,https://github.com/python-poetry/poetry,4.3,0,8,10,0,9,10,0,10,0,10,10,10,10,0,0,0,0,0
python-restx/flask-restx,https://github.com/python-restx/flask-restx,4.6,10,1,6,0,4,10,10,10,10,9,0,-1,0,0,0,-1,0,3
python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,5.1,10,3,10,0,6,10,10,10,0,10,10,-1,0,0,0,-1,0,0
pytroll/donfig,https://github.com/pytroll/donfig,5.6,10,0,10,0,3,10,10,10,0,10,10,10,0,0,0,-1,0,10
pyupio/dparse,https://github.com/pyupio/dparse,5.3,10,6,8,0,4,10,10,10,0,10,0,10,0,0,0,-1,0,10
rasahq/rasa,https://github.com/rasahq/rasa,6,10,8,10,0,10,10,10,10,0,10,0,10,5,10,0,-1,0,0
rdflib/pyrdfa3,https://github.com/rdflib/pyrdfa3,2.5,7,0,0,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10
readthedocs/readthedocs-sphinx-search,https://github.com/readthedocs/readthedocs-sphinx-search,4.1,10,8,0,0,4,10,-1,10,0,10,0,-1,-1,0,0,-1,-1,0
redis/redis-py,https://github.com/redis/redis-py,6.9,10,0,10,0,9,10,10,10,10,10,10,10,0,10,0,-1,0,8
refirmlabs/binwalk,https://github.com/refirmlabs/binwalk,4.3,10,0,10,0,0,10,10,0,0,10,10,-1,0,0,0,-1,0,10
refraction-ray/xalpha,https://github.com/refraction-ray/xalpha,2.8,10,0,0,0,0,10,-1,0,0,10,2,-1,-1,0,0,0,-1,10
relekang/django-nopassword,https://github.com/relekang/django-nopassword,2.8,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,8
remarshal-project/remarshal,https://github.com/remarshal-project/remarshal,5.1,10,0,10,0,0,10,10,10,0,10,9,-1,0,0,0,-1,0,10
reviewboard/reviewboard,https://github.com/reviewboard/reviewboard,2.8,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,0
rochacbruno/quokka,https://github.com/rochacbruno/quokka,2.7,9,0,0,0,2,10,-1,10,0,9,0,-1,0,0,0,-1,-1,0
ronf/asyncssh,https://github.com/ronf/asyncssh,3.9,10,0,5,0,0,0,10,0,0,10,10,-1,0,0,0,-1,0,10
rossant/ipycache,https://github.com/rossant/ipycache,3.5,10,0,0,0,3,10,10,0,0,10,0,-1,0,0,0,-1,0,10
roundup-tracker/roundup,https://github.com/roundup-tracker/roundup,6.7,10,3,-1,0,0,10,10,10,0,9,10,-1,2,10,0,-1,10,10
run-llama/llama-hub,https://github.com/run-llama/llama-hub,3.3,10,1,10,0,6,10,10,0,0,10,0,-1,0,0,0,-1,0,0
sa7mon/s3scanner,https://github.com/sa7mon/s3scanner,5.1,10,6,10,0,0,0,10,10,0,10,8,10,2,0,0,0,0,10
saghul/pycares,https://github.com/saghul/pycares,4.8,10,0,2,0,4,10,10,10,0,10,1,10,0,0,0,-1,0,10
sarathsp06/exotel-py,https://github.com/sarathsp06/exotel-py,2.7,10,0,0,0,1,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,8
savon-noir/python-libnmap,https://github.com/savon-noir/python-libnmap,3.4,10,3,0,0,2,3,10,0,0,9,0,-1,0,0,0,-1,0,10
schettino72/sqla_yaml_fixtures,https://github.com/schettino72/sqla_yaml_fixtures,3.6,10,0,0,0,0,10,10,0,0,9,5,-1,0,0,0,-1,0,10
scottcwang/openssh_key_parser,https://github.com/scottcwang/openssh_key_parser,3,10,0,0,0,0,0,-1,0,10,10,0,-1,0,0,0,-1,-1,10
scrapy-plugins/scrapy-splash,https://github.com/scrapy-plugins/scrapy-splash,3.5,10,0,0,0,3,10,10,0,0,10,0,-1,0,0,0,-1,0,10
secdev/scapy,https://github.com/secdev/scapy,7.3,10,8,10,0,5,10,10,0,10,10,10,-1,0,10,0,-1,10,10
sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,2.7,10,0,2,0,1,10,10,0,0,9,2,-1,0,0,0,-1,0,0
shuup/shuup,https://github.com/shuup/shuup,3.5,10,1,0,0,3,10,10,0,0,9,0,-1,0,0,0,-1,0,10
sickrage/sickrage,https://github.com/sickrage/sickrage,3,9,3,-1,0,0,10,-1,10,0,10,0,-1,0,0,0,-1,-1,0
simonw/datasette,https://github.com/simonw/datasette,5.4,10,0,10,0,1,10,10,10,0,10,10,10,0,0,0,-1,0,9
simonw/datasette-indieauth,https://github.com/simonw/datasette-indieauth,3.7,10,0,-1,0,0,3,10,0,0,0,0,-1,0,0,0,-1,10,10
simplejson/simplejson,https://github.com/simplejson/simplejson,4.8,10,3,3,0,3,10,10,0,10,9,3,10,0,0,0,-1,0,10
smihica/pyminizip,https://github.com/smihica/pyminizip,3.5,10,0,0,0,6,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10
snapcore/snapcraft,https://github.com/snapcore/snapcraft,6,3,8,10,0,10,10,10,10,0,10,10,-1,0,0,0,-1,0,10
sony/nnabla,https://github.com/sony/nnabla,3.3,10,0,0,0,9,10,-1,0,0,10,7,-1,0,0,0,-1,-1,0
sosreport/sos,https://github.com/sosreport/sos,5.8,10,3,10,0,9,10,10,0,0,10,10,-1,0,10,0,-1,0,10
sqlalchemy/mako,https://github.com/sqlalchemy/mako,4.3,10,0,-1,0,0,10,10,0,10,10,5,-1,0,0,0,-1,0,10
sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff,5.8,10,8,10,0,8,10,10,0,0,10,10,10,0,0,0,-1,0,9
starkbank/ecdsa-python,https://github.com/starkbank/ecdsa-python,4.5,10,6,0,0,4,6,-1,0,10,10,0,-1,-1,0,0,-1,-1,10
stchris/untangle,https://github.com/stchris/untangle,4.2,10,3,0,0,2,6,10,10,0,10,0,-1,0,7,0,0,0,7
stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,3.3,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,0,-1,0,10
stranger6667/pyanyapi,https://github.com/stranger6667/pyanyapi,2.6,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
styria-digital/django-rest-framework-jwt,https://github.com/styria-digital/django-rest-framework-jwt,3.4,10,0,0,0,5,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
supervisor/supervisor,https://github.com/supervisor/supervisor,3.8,10,3,2,0,3,10,10,0,0,9,1,-1,0,0,0,-1,0,10
sviehb/jefferson,https://github.com/sviehb/jefferson,2.6,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
tabatkins/bikeshed,https://github.com/tabatkins/bikeshed,5,10,0,7,0,0,10,10,10,0,10,10,-1,0,0,0,-1,0,9
tadashi-aikawa/owlmixin,https://github.com/tadashi-aikawa/owlmixin,3.8,10,0,0,0,0,0,10,10,0,10,0,-1,0,0,0,-1,0,10
takluyver/pyxdg,https://github.com/takluyver/pyxdg,3.8,10,0,0,0,1,10,10,0,10,9,0,-1,0,0,0,-1,0,10
talelin/lin-cms-flask,https://github.com/talelin/lin-cms-flask,3.8,10,3,0,0,0,6,-1,10,0,9,0,-1,0,0,0,-1,-1,10
tanganelli/coapthon,https://github.com/tanganelli/coapthon,2.9,10,0,0,0,6,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,7
tanganelli/coapthon3,https://github.com/tanganelli/coapthon3,3.6,10,0,0,0,9,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
tanghaibao/jcvi,https://github.com/tanghaibao/jcvi,4.6,10,3,10,0,0,10,10,0,0,10,10,-1,0,0,0,-1,0,10
tankywoo/simiki,https://github.com/tankywoo/simiki,1.7,10,0,0,0,0,10,-1,0,0,10,0,-1,0,0,0,-1,-1,0
taxiiproject/libtaxii,https://github.com/taxiiproject/libtaxii,3.2,10,0,0,0,3,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
terencehonles/mailman,https://github.com/terencehonles/mailman,2.9,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,9
tethik/flask-session-captcha,https://github.com/tethik/flask-session-captcha,4.8,10,3,10,0,1,10,10,10,0,10,4,10,1,0,0,-1,0,4
thanethomson/mlalchemy,https://github.com/thanethomson/mlalchemy,2.3,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,6
thufschmitt/pretix-nix,https://github.com/thufschmitt/pretix-nix,1.3,10,0,-1,0,0,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,0
toastdriven/django-tastypie,https://github.com/toastdriven/django-tastypie,2.9,10,0,-1,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10
tomerfiliba-org/rpyc,https://github.com/tomerfiliba-org/rpyc,3.9,10,0,10,0,1,10,10,0,0,9,6,-1,0,0,0,2,0,10
tooxie/shiva-server,https://github.com/tooxie/shiva-server,2.9,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
toumorokoshi/transmute-core,https://github.com/toumorokoshi/transmute-core,3.7,10,0,2,0,1,10,10,0,0,10,0,10,0,0,0,-1,0,10
transifex/transifex-client,https://github.com/transifex/transifex-client,4.2,10,8,0,0,9,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10
trentm/python-markdown2,https://github.com/trentm/python-markdown2,4.8,10,0,10,0,6,10,10,0,0,9,10,-1,0,0,0,-1,0,10
tryton/trytond,https://github.com/tryton/trytond,3,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
twisted/txaws,https://github.com/twisted/txaws,3.4,10,0,0,0,5,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
uisautomation/django-ucamlookup,https://github.com/uisautomation/django-ucamlookup,2,10,0,0,0,2,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,0
ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,6.9,10,3,10,0,10,10,10,10,10,9,10,10,0,0,0,-1,0,10
umago/virtualbmc,https://github.com/umago/virtualbmc,2.7,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
unbit/uwsgi,https://github.com/unbit/uwsgi,4.8,10,0,10,0,6,10,10,0,0,9,10,-1,0,0,0,-1,0,10
uncmath25/easy-parse,https://github.com/uncmath25/easy-parse,2.1,10,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10
vanderschaarlab/synthcity,https://github.com/vanderschaarlab/synthcity,4.9,10,6,10,0,1,6,10,10,0,10,7,-1,0,7,0,-1,0,0
vsajip/python-gnupg,https://github.com/vsajip/python-gnupg,4.4,10,0,-1,0,0,10,10,0,0,9,9,-1,0,0,0,8,0,10
wallvon/mofh,https://github.com/wallvon/mofh,3.1,10,0,0,0,0,6,10,10,0,10,0,-1,0,0,0,-1,0,0
warp-tech/russh,https://github.com/warp-tech/russh,5.4,10,0,4,0,5,10,10,10,0,9,10,-1,0,0,0,-1,0,10
wasm3/wasm3,https://github.com/wasm3/wasm3,3.5,0,0,2,0,3,10,10,0,10,10,10,-1,0,0,0,0,0,7
webmproject/libwebp,https://github.com/webmproject/libwebp,3.9,8,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,10
webrecorder/pywb,https://github.com/webrecorder/pywb,4.2,10,1,3,0,6,10,10,10,0,10,0,10,0,0,0,-1,0,0
wolfssl/wolfcrypt-py,https://github.com/wolfssl/wolfcrypt-py,6,10,6,2,0,10,10,10,0,0,0,8,-1,0,0,0,8,10,10
wordops/wordops,https://github.com/wordops/wordops,5.5,10,0,10,0,0,10,10,10,0,10,10,-1,0,10,0,-1,0,8
wsh032/fastapi-proxy-lib,https://github.com/wsh032/fastapi-proxy-lib,4.6,10,3,10,0,0,0,10,10,0,10,0,10,0,8,0,0,0,10
xi/django-mfa3,https://github.com/xi/django-mfa3,4.5,10,3,-1,0,0,0,10,10,0,10,1,10,0,0,0,-1,0,10
xsuchy/modulemd,https://github.com/xsuchy/modulemd,2.8,10,0,-1,0,0,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10
xsuchy/templated-dictionary,https://github.com/xsuchy/templated-dictionary,3.5,10,0,6,0,2,10,10,0,0,10,3,-1,0,0,0,0,0,10
yelp/osxcollector,https://github.com/yelp/osxcollector,3.1,10,0,0,0,4,6,-1,0,0,9,0,-1,-1,0,0,-1,-1,10
yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp,6.7,10,3,10,0,7,10,10,0,0,10,10,10,0,10,0,8,9,10
zauberzeug/nicegui,https://github.com/zauberzeug/nicegui,5.7,10,0,8,0,5,10,10,10,0,10,10,10,0,0,0,-1,0,10
zwczou/weixin-python,https://github.com/zwczou/weixin-python,2.9,10,0,0,0,6,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10